,Country,City,AccentCity,Region,Population,Latitude,Longitude
2912100,us,college,College,AK,11413,64.8569444,-147.8027778
2912164,us,fairbanks,Fairbanks,AK,31351,64.8377778,-147.7163889
2912224,us,homer,Homer,AK,6560,59.6425,-151.5483333
2912251,us,juneau,Juneau,AK,31796,58.3019444,-134.4197222
2912275,us,kenai,Kenai,AK,7610,60.5544444,-151.2583333
2912279,us,ketchikan,Ketchikan,AK,7172,55.3422222,-131.6461111
2912296,us,kodiak,Kodiak,AK,6148,57.79,-152.4072222
2912416,us,nome,Nome,AK,3485,64.5011111,-165.4063889
2912448,us,palmer,Palmer,AK,6585,61.5997222,-149.1127778
2912539,us,sitka,Sitka,AK,8931,57.0530556,-135.33
2912546,us,soldotna,Soldotna,AK,4136,60.4877778,-151.0583333
2912555,us,sterling,Sterling,AK,5173,60.5372222,-150.7647222
2912626,us,wasilla,Wasilla,AK,8521,61.5813889,-149.4394444
2912830,us,apache junction,Apache Junction,AZ,34904,33.415,-111.5488889
2912863,us,avondale,Avondale,AZ,69679,33.4355556,-112.3488889
2912963,us,buckeye,Buckeye,AZ,9039,33.3702778,-112.5830556
2912969,us,bullhead city,Bullhead City,AZ,37989,35.1477778,-114.5675
2913001,us,camp verde,Camp Verde,AZ,10298,34.5636111,-111.8536111
2913020,us,casa grande,Casa Grande,AZ,32138,32.8794444,-111.7566667
2913030,us,casas adobes,Casas Adobes,AZ,77904,32.3233333,-110.9944444
2913040,us,catalina foothills,Catalina Foothills,AZ,71589,32.2977778,-110.9180556
2913066,us,chandler,Chandler,AZ,234297,33.3061111,-111.8405556
2913089,us,chino valley,Chino Valley,AZ,9233,34.7575,-112.4530556
2913158,us,coolidge,Coolidge,AZ,8487,32.9777778,-111.5169444
2913182,us,cottonwood,Cottonwood,AZ,10681,34.7391667,-112.0091667
2913270,us,douglas,Douglas,AZ,16692,31.3444444,-109.5447222
2913274,us,drexel heights,Drexel Heights,AZ,35743,32.1411111,-111.0277778
2913302,us,el mirage,El Mirage,AZ,32308,33.6130556,-112.3238889
2913316,us,eloy,Eloy,AZ,11019,32.7558333,-111.5541667
2913347,us,flagstaff,Flagstaff,AZ,57566,35.1980556,-111.6505556
2913350,us,florence,Florence,AZ,15482,33.0313889,-111.3866667
2913355,us,flowing wells,Flowing Wells,AZ,15339,32.2938889,-111.0091667
2913373,us,fortuna foothills,Fortuna Foothills,AZ,30680,32.6577778,-114.4111111
2913375,us,fountain hills,Fountain Hills,AZ,23116,33.6116667,-111.7166667
2913404,us,gilbert,Gilbert,AZ,170829,33.3527778,-111.7883333
2913414,us,glendale,Glendale,AZ,240112,33.5386111,-112.1852778
2913425,us,goodyear,Goodyear,AZ,42738,33.4352778,-112.3575
2913449,us,green valley,Green Valley,AZ,19310,31.8541667,-110.9930556
2913607,us,kingman,Kingman,AZ,24431,35.1894444,-114.0522222
2913648,us,lake havasu city,Lake Havasu City,AZ,54752,34.4838889,-114.3216667
2913734,us,marana,Marana,AZ,25553,32.4366667,-111.2247222
2913764,us,mesa,Mesa,AZ,449878,33.4222222,-111.8219444
2913860,us,nogales,Nogales,AZ,20707,31.3402778,-110.9336111
2913902,us,oro valley,Oro Valley,AZ,37221,32.3908333,-110.9658333
2913941,us,paradise valley,Paradise Valley,AZ,14400,33.5311111,-111.9419444
2913965,us,payson,Payson,AZ,14737,34.2308333,-111.3244444
2913974,us,peoria,Peoria,AZ,139368,33.5805556,-112.2366667
2913986,us,phoenix,Phoenix,AZ,1428509,33.4483333,-112.0733333
2914050,us,prescott,Prescott,AZ,40136,34.54,-112.4677778
2914051,us,prescott valley,Prescott Valley,AZ,32415,34.61,-112.315
2914167,us,safford,Safford,AZ,8825,32.8338889,-109.7069444
2914187,us,san luis,San Luis,AZ,21793,32.4869444,-114.7813889
2914218,us,scottsdale,Scottsdale,AZ,225796,33.5091667,-111.8983333
2914226,us,sedona,Sedona,AZ,11299,34.8697222,-111.7602778
2914256,us,show low,Show Low,AZ,9564,34.2541667,-110.0291667
2914261,us,sierra vista,Sierra Vista,AZ,41378,31.5544444,-110.3030556
2914298,us,somerton,Somerton,AZ,9466,32.5963889,-114.7088889
2914351,us,sun city,Sun City,AZ,41078,33.5975,-112.2711111
2914352,us,sun city west,Sun City West,AZ,32813,33.6619444,-112.3405556
2914399,us,surprise,Surprise,AZ,65450,33.6305556,-112.3325
2914424,us,tempe,Tempe,AZ,158368,33.4147222,-111.9086111
2914501,us,tucson,Tucson,AZ,518907,32.2216667,-110.9258333
2914663,us,winslow,Winslow,AZ,10003,35.0241667,-110.6966667
2914702,us,yuma,Yuma,AZ,84316,32.7252778,-114.6236111
2914773,us,arkadelphia,Arkadelphia,AR,11062,34.1208333,-93.0536111
2914856,us,batesville,Batesville,AR,9438,35.7697222,-91.6408333
2914897,us,bella vista,Bella Vista,AR,21436,36.4813889,-94.2730556
2914911,us,benton,Benton,AR,24689,34.5644444,-92.5866667
2914912,us,bentonville,Bentonville,AR,31470,36.3727778,-94.2086111
2914995,us,blytheville,Blytheville,AR,16315,35.9272222,-89.9188889
2915077,us,bryant,Bryant,AR,15065,34.5958333,-92.4888889
2915121,us,cabot,Cabot,AR,20555,34.9744444,-92.0163889
2915141,us,camden,Camden,AR,12218,33.5844444,-92.8341667
2915315,us,conway,Conway,AR,51524,35.0886111,-92.4419444
2915574,us,el dorado,El Dorado,AR,20353,33.2075,-92.6661111
2915669,us,fayetteville,Fayetteville,AR,64864,36.0625,-94.1572222
2915713,us,forrest city,Forrest City,AR,14084,35.0080556,-90.7897222
2915717,us,fort smith,Fort Smith,AR,81985,35.3858333,-94.3983333
2915953,us,harrison,Harrison,AR,12468,36.2297222,-93.1075
2916069,us,hope,Hope,AR,10382,33.6669444,-93.5913889
2916079,us,hot springs,Hot Springs,AR,37470,34.5036111,-93.055
2916135,us,jacksonville,Jacksonville,AR,30520,34.8661111,-92.11
2916168,us,jonesboro,Jonesboro,AR,58619,35.8422222,-90.7041667
2916351,us,little rock,Little Rock,AR,184217,34.7463889,-92.2894444
2916430,us,magnolia,Magnolia,AR,10300,33.2669444,-93.2391667
2916434,us,malvern,Malvern,AR,8965,34.3622222,-92.8127778
2916455,us,marion,Marion,AR,9227,35.2144444,-90.1963889
2916476,us,maumelle,Maumelle,AR,13822,34.8666667,-92.4041667
2916587,us,monticello,Monticello,AR,8954,33.6288889,-91.7908333
2916638,us,mountain home,Mountain Home,AR,11798,36.3352778,-92.385
2916732,us,north little rock,North Little Rock,AR,59078,34.7694444,-92.2669444
2916850,us,paragould,Paragould,AR,23450,36.0583333,-90.4972222
2916932,us,pine bluff,Pine Bluff,AR,53217,34.2283333,-92.0030556
2917145,us,rogers,Rogers,AR,45524,36.3319444,-94.1183333
2917194,us,russellville,Russellville,AR,24972,35.2783333,-93.1336111
2917251,us,searcy,Searcy,AR,20154,35.2505556,-91.7361111
2917286,us,sherwood,Sherwood,AR,22495,34.815,-92.2241667
2917305,us,siloam springs,Siloam Springs,AR,14634,36.1880556,-94.5402778
2917372,us,springdale,Springdale,AR,56402,36.1866667,-94.1286111
2917420,us,stuttgart,Stuttgart,AR,9181,34.5002778,-91.5525
2917475,us,texarkana,Texarkana,AR,35315,33.4416667,-94.0375
2917590,us,van buren,Van Buren,AR,20932,35.4366667,-94.3480556
2917705,us,west helena,West Helena,AR,7679,34.5505556,-90.6416667
2917709,us,west memphis,West Memphis,AR,28065,35.1463889,-90.1844444
2917878,us,adelanto,Adelanto,CA,21955,34.5827778,-117.4083333
2917888,us,agoura hills,Agoura Hills,CA,22222,34.1363889,-118.7736111
2917901,us,alameda,Alameda,CA,70443,37.7652778,-122.2405556
2917903,us,alamo,Alamo,CA,17764,37.8502778,-122.0311111
2917907,us,albany,Albany,CA,16144,37.8869444,-122.2966667
2917921,us,alhambra,Alhambra,CA,88386,34.0952778,-118.1261111
2917926,us,aliso viejo,Aliso Viejo,CA,41314,33.6083333,-117.7444444
2917938,us,alondra park,Alondra Park,CA,8028,33.8894444,-118.33
2917941,us,alpine,Alpine,CA,15391,32.835,-116.7655556
2917957,us,altadena,Altadena,CA,43226,34.1897222,-118.1302778
2917972,us,american canyon,American Canyon,CA,15513,38.175,-122.2597222
2917977,us,anaheim,Anaheim,CA,333689,33.8352778,-117.9136111
2917980,us,anderson,Anderson,CA,10684,40.4483333,-122.2966667
2917999,us,antioch,Antioch,CA,106038,38.005,-121.8047222
2918005,us,apple valley,Apple Valley,CA,64271,34.5008333,-117.185
2918009,us,aptos,Aptos,CA,9701,36.9772222,-121.8983333
2918020,us,arcadia,Arcadia,CA,56716,34.1397222,-118.0344444
2918021,us,arcata,Arcata,CA,17199,40.8666667,-124.0816667
2918046,us,arroyo grande,Arroyo Grande,CA,16613,35.1186111,-120.5897222
2918050,us,artesia,Artesia,CA,16992,33.8658333,-118.0822222
2918053,us,arvin,Arvin,CA,14744,35.2091667,-118.8275
2918058,us,ashland,Ashland,CA,23467,37.6947222,-122.1127778
2918066,us,atascadero,Atascadero,CA,27308,35.4894444,-120.6697222
2918073,us,atwater,Atwater,CA,29686,37.3477778,-120.6080556
2918076,us,auburn,Auburn,CA,12523,38.8966667,-121.0758333
2918088,us,avenal,Avenal,CA,16727,36.0041667,-120.1280556
2918095,us,avocado heights,Avocado Heights,CA,15832,34.0361111,-117.9902778
2918099,us,azusa,Azusa,CA,48297,34.1336111,-117.9066667
2918108,us,bakersfield,Bakersfield,CA,291389,35.3733333,-119.0177778
2918117,us,baldwin park,Baldwin Park,CA,80566,34.0852778,-117.96
2918137,us,banning,Banning,CA,30411,33.9255556,-116.8755556
2918155,us,barstow,Barstow,CA,24202,34.8986111,-117.0219444
2918174,us,bay point,Bay Point,CA,24125,38.0291667,-121.9605556
2918196,us,beaumont,Beaumont,CA,18593,33.9294444,-116.9763889
2918206,us,bell,Bell,CA,38335,33.9775,-118.1861111
2918207,us,bell gardens,Bell Gardens,CA,46119,33.9652778,-118.1505556
2918218,us,bellflower,Bellflower,CA,75847,33.8816667,-118.1161111
2918223,us,belmont,Belmont,CA,23998,37.5202778,-122.2747222
2918233,us,benicia,Benicia,CA,26742,38.0494444,-122.1575
2918240,us,berkeley,Berkeley,CA,100158,37.8716667,-122.2716667
2918260,us,beverly hills,Beverly Hills,CA,35355,34.0736111,-118.3994444
2918318,us,bloomington,Bloomington,CA,22003,34.0702778,-117.395
2918331,us,blythe,Blythe,CA,22483,33.6102778,-114.5955556
2918357,us,bonita,Bonita,CA,12520,32.6577778,-117.0291667
2918373,us,bostonia,Bostonia,CA,16168,32.8075,-116.9355556
2918405,us,brawley,Brawley,CA,22185,32.9786111,-115.5294444
2918408,us,brea,Brea,CA,39542,33.9166667,-117.8991667
2918413,us,brentwood,Brentwood,CA,46669,37.9319444,-121.6947222
2918475,us,buena park,Buena Park,CA,79157,33.8675,-117.9972222
2918487,us,burbank,Burbank,CA,104690,34.1808333,-118.3080556
2918491,us,burlingame,Burlingame,CA,26777,37.5841667,-122.365
2918528,us,calabasas,Calabasas,CA,21368,34.1577778,-118.6375
2918536,us,calexico,Calexico,CA,36389,32.6788889,-115.4980556
2918542,us,california city,California City,CA,14780,35.1258333,-117.985
2918563,us,camarillo,Camarillo,CA,62500,34.2163889,-119.0366667
2918575,us,cameron park,Cameron Park,CA,16232,38.6688889,-120.9861111
2918595,us,campbell,Campbell,CA,36529,37.2872222,-121.9488889
2918620,us,canyon lake,Canyon Lake,CA,11582,33.685,-117.2722222
2918629,us,capitola,Capitola,CA,9573,36.9752778,-121.9522222
2918638,us,carlsbad,Carlsbad,CA,91070,33.1580556,-117.3497222
2918649,us,carmichael,Carmichael,CA,50992,38.6172222,-121.3272222
2918655,us,carpinteria,Carpinteria,CA,13786,34.3988889,-119.5175
2918661,us,carson,Carson,CA,95767,33.8313889,-118.2811111
2918689,us,castro valley,Castro Valley,CA,62813,37.6941667,-122.0852778
2918692,us,cathedral city,Cathedral City,CA,52991,33.7797222,-116.4644444
2918725,us,ceres,Ceres,CA,40082,37.595,-120.9566667
2918726,us,cerritos,Cerritos,CA,53305,33.8583333,-118.0638889
2918746,us,charter oak,Charter Oak,CA,9244,34.1030556,-117.845
2918757,us,cherryland,Cherryland,CA,15585,37.6794444,-122.1022222
2918760,us,chico,Chico,CA,70565,39.7286111,-121.8363889
2918767,us,chino,Chino,CA,75494,34.0122222,-117.6880556
2918768,us,chino hills,Chino Hills,CA,78211,33.8936111,-117.7263889
2918777,us,chowchilla,Chowchilla,CA,14898,37.1230556,-120.2591667
2918784,us,chula vista,Chula Vista,CA,213032,32.64,-117.0833333
2918796,us,citrus,Citrus,CA,11308,34.115,-117.8908333
2918798,us,citrus heights,Citrus Heights,CA,89430,38.7072222,-121.28
2918807,us,claremont,Claremont,CA,35368,34.0966667,-117.7188889
2918815,us,clayton,Clayton,CA,11161,37.9411111,-121.9347222
2918820,us,clearlake,Clearlake,CA,14825,38.9583333,-122.6252778
2918840,us,clovis,Clovis,CA,86324,36.8252778,-119.7019444
2918842,us,coachella,Coachella,CA,30755,33.6802778,-116.1730556
2918843,us,coalinga,Coalinga,CA,16331,36.1397222,-120.3591667
2918874,us,colton,Colton,CA,52335,34.0738889,-117.3127778
2918880,us,commerce,Commerce,CA,13684,34.0005556,-118.1588889
2918884,us,compton,Compton,CA,96749,33.8958333,-118.2191667
2918890,us,concord,Concord,CA,125626,37.9780556,-122.03
2918913,us,corcoran,Corcoran,CA,22587,36.0980556,-119.5594444
2918922,us,corona,Corona,CA,152954,33.8752778,-117.5655556
2918924,us,coronado,Coronado,CA,23571,32.6858333,-117.1822222
2918930,us,corte madera,Corte Madera,CA,9154,37.9255556,-122.5263889
2918936,us,costa mesa,Costa Mesa,CA,109250,33.6411111,-117.9177778
2918951,us,country club,Country Club,CA,9670,37.9688889,-121.3397222
2918958,us,covina,Covina,CA,48688,34.09,-117.8894444
2918983,us,crestline,Crestline,CA,11250,34.2419444,-117.2847222
2919008,us,cudahy,Cudahy,CA,25606,33.9605556,-118.1844444
2919012,us,culver city,Culver City,CA,40129,34.0211111,-118.3955556
2919018,us,cupertino,Cupertino,CA,50934,37.3230556,-122.0311111
2919032,us,cypress,Cypress,CA,47371,33.8169444,-118.0363889
2919043,us,daly city,Daly City,CA,98959,37.7058333,-122.4608333
2919046,us,dana point,Dana Point,CA,35870,33.4669444,-117.6972222
2919052,us,danville,Danville,CA,42852,37.8216667,-121.9988889
2919063,us,davis,Davis,CA,65806,38.545,-121.7394444
2919122,us,delano,Delano,CA,44757,35.7688889,-119.2461111
2919145,us,desert hot springs,Desert Hot Springs,CA,18991,33.9611111,-116.5008333
2919166,us,diamond bar,Diamond Bar,CA,58935,34.0286111,-117.8094444
2919175,us,dinuba,Dinuba,CA,18511,36.5433333,-119.3861111
2919181,us,dixon,Dixon,CA,16244,38.4455556,-121.8222222
2919217,us,downey,Downey,CA,111862,33.94,-118.1316667
2919228,us,duarte,Duarte,CA,22521,34.1394444,-117.9763889
2919229,us,dublin,Dublin,CA,38805,37.7022222,-121.9347222
2919272,us,east foothills,East Foothills,CA,8141,37.3811111,-121.8163889
2919275,us,east hemet,East Hemet,CA,13876,33.74,-116.9380556
2919278,us,east la mirada,East La Mirada,CA,9764,33.9244444,-117.9880556
2919279,us,east los angeles,East Los Angeles,CA,125157,34.0238889,-118.1711111
2919283,us,east palo alto,East Palo Alto,CA,32906,37.4688889,-122.14
2919331,us,el cajon,El Cajon,CA,94807,32.7947222,-116.9616667
2919336,us,el centro,El Centro,CA,38323,32.7919444,-115.5622222
2919337,us,el cerrito,El Cerrito,CA,23192,37.9158333,-122.3105556
2919348,us,el monte,El Monte,CA,125372,34.0686111,-118.0266667
2919358,us,el segundo,El Segundo,CA,16710,33.9191667,-118.4155556
2919361,us,el sobrante,El Sobrante,CA,13790,37.9772222,-122.2941667
2919377,us,elk grove,Elk Grove,CA,94497,38.4088889,-121.3705556
2919407,us,encinitas,Encinitas,CA,61585,33.0369444,-117.2911111
2919422,us,escondido,Escondido,CA,137119,33.1191667,-117.0855556
2919439,us,eureka,Eureka,CA,25626,40.8022222,-124.1625
2919445,us,exeter,Exeter,CA,10078,36.2961111,-119.1411111
2919448,us,fair oaks,Fair Oaks,CA,28989,38.6447222,-121.2711111
2919453,us,fairfield,Fairfield,CA,105741,38.2494444,-122.0388889
2919459,us,fairview,Fairview,CA,9822,37.6786111,-122.0447222
2919465,us,fallbrook,Fallbrook,CA,33617,33.3763889,-117.2502778
2919475,us,farmersville,Farmersville,CA,9743,36.2977778,-119.2058333
2919508,us,fillmore,Fillmore,CA,15386,34.3991667,-118.9172222
2919534,us,florin,Florin,CA,29808,38.4961111,-121.4077778
2919544,us,folsom,Folsom,CA,67953,38.6780556,-121.175
2919547,us,fontana,Fontana,CA,169160,34.0922222,-117.4341667
2919549,us,foothill farms,Foothill Farms,CA,17828,38.6763889,-121.3352778
2919583,us,fortuna,Fortuna,CA,11162,40.5983333,-124.1561111
2919585,us,foster city,Foster City,CA,28532,37.5586111,-122.27
2919589,us,fountain valley,Fountain Valley,CA,56133,33.7091667,-117.9527778
2919611,us,fremont,Fremont,CA,202615,37.5483333,-121.9875
2919620,us,fresno,Fresno,CA,465183,36.7477778,-119.7713889
2919637,us,fullerton,Fullerton,CA,135353,33.8702778,-117.9244444
2919647,us,galt,Galt,CA,23997,38.2547222,-121.2988889
2919650,us,garden acres,Garden Acres,CA,10523,37.9638889,-121.2283333
2919652,us,garden grove,Garden Grove,CA,167232,33.7738889,-117.9405556
2919654,us,gardena,Gardena,CA,60915,33.8883333,-118.3080556
2919690,us,gilroy,Gilroy,CA,45309,37.0058333,-121.5672222
2919695,us,glen avon,Glen Avon,CA,16249,34.0116667,-117.4838889
2919706,us,glendale,Glendale,CA,203201,34.1425,-118.2541667
2919708,us,glendora,Glendora,CA,51541,34.1361111,-117.8644444
2919743,us,goleta,Goleta,CA,28351,34.4358333,-119.8266667
2919745,us,gonzales,Gonzales,CA,9054,36.5066667,-121.4433333
2919767,us,grand terrace,Grand Terrace,CA,12518,34.0338889,-117.3127778
2919783,us,grass valley,Grass Valley,CA,12297,39.2191667,-121.06
2919803,us,greenfield,Greenfield,CA,13117,36.3208333,-121.2427778
2919825,us,grover beach,Grover Beach,CA,12974,35.1216667,-120.6202778
2919844,us,hacienda heights,Hacienda Heights,CA,54289,33.9930556,-117.9677778
2919856,us,half moon bay,Half Moon Bay,CA,12423,37.4636111,-122.4275
2919876,us,hanford,Hanford,CA,47648,36.3275,-119.6447222
2919926,us,hawaiian gardens,Hawaiian Gardens,CA,15652,33.8313889,-118.0719444
2919931,us,hawthorne,Hawthorne,CA,87083,33.9163889,-118.3516667
2919939,us,hayward,Hayward,CA,140494,37.6688889,-122.0797222
2919942,us,healdsburg,Healdsburg,CA,11360,38.6105556,-122.8680556
2919957,us,hemet,Hemet,CA,69039,33.7475,-116.9711111
2919967,us,hercules,Hercules,CA,23819,38.0172222,-122.2875
2919971,us,hermosa beach,Hermosa Beach,CA,19825,33.8622222,-118.3986111
2919975,us,hesperia,Hesperia,CA,73640,34.4263889,-117.3
2920001,us,highland,Highland,CA,51312,34.1283333,-117.2077778
2920017,us,hillsborough,Hillsborough,CA,10374,37.5741667,-122.3783333
2920040,us,hollister,Hollister,CA,37485,36.8525,-121.4005556
2920107,us,huntington beach,Huntington Beach,CA,195968,33.6602778,-117.9983333
2920110,us,huntington park,Huntington Park,CA,63831,33.9816667,-118.2241667
2920132,us,imperial,Imperial,CA,10268,32.8475,-115.5686111
2920133,us,imperial beach,Imperial Beach,CA,27091,32.5838889,-117.1122222
2920149,us,indio,Indio,CA,65955,33.7205556,-116.2147222
2920155,us,inglewood,Inglewood,CA,116158,33.9616667,-118.3522222
2920178,us,irvine,Irvine,CA,189297,33.6694444,-117.8222222
2920184,us,isla vista,Isla Vista,CA,17716,34.4133333,-119.86
2920304,us,kerman,Kerman,CA,10647,36.7236111,-120.0588889
2920328,us,king city,King City,CA,11431,36.2127778,-121.125
2920332,us,kingsburg,Kingsburg,CA,11413,36.5138889,-119.5530556
2920372,us,la canada flintridge,La Canada Flintridge,CA,21293,34.1991667,-118.1869444
2920383,us,la habra,La Habra,CA,59654,33.9319444,-117.9452778
2920392,us,la mesa,La Mesa,CA,54087,32.7677778,-117.0222222
2920393,us,la mirada,La Mirada,CA,49963,33.9172222,-118.0111111
2920395,us,la palma,La Palma,CA,16169,33.8463889,-118.0458333
2920401,us,la presa,La Presa,CA,35119,32.7080556,-116.9963889
2920402,us,la puente,La Puente,CA,42605,34.02,-117.9486111
2920403,us,la quinta,La Quinta,CA,37690,33.6633333,-116.3091667
2920404,us,la riviera,La Riviera,CA,10104,38.5669444,-121.3558333
2920409,us,la verne,La Verne,CA,33698,34.1008333,-117.7669444
2920416,us,lafayette,Lafayette,CA,24780,37.8858333,-122.1169444
2920419,us,laguna beach,Laguna Beach,CA,24181,33.5422222,-117.7822222
2920420,us,laguna hills,Laguna Hills,CA,30843,33.6125,-117.7119444
2920422,us,laguna niguel,Laguna Niguel,CA,66291,33.5225,-117.7066667
2920425,us,laguna woods,Laguna Woods,CA,19862,33.6102778,-117.7244444
2920437,us,lake elsinore,Lake Elsinore,CA,40630,33.6680556,-117.3263889
2920438,us,lake forest,Lake Forest,CA,76733,33.6469444,-117.6883333
2920461,us,lakeside,Lakeside,CA,19293,32.8572222,-116.9213889
2920470,us,lakewood,Lakewood,CA,82115,33.8536111,-118.1330556
2920478,us,lamont,Lamont,CA,14438,35.2597222,-118.9133333
2920482,us,lancaster,Lancaster,CA,129548,34.6980556,-118.1358333
2920493,us,larkspur,Larkspur,CA,11667,37.9341667,-122.5341667
2920505,us,lathrop,Lathrop,CA,13250,37.8227778,-121.2755556
2920511,us,lawndale,Lawndale,CA,32841,33.8872222,-118.3516667
2920532,us,lemon grove,Lemon Grove,CA,24802,32.7425,-117.0305556
2920536,us,lemoore,Lemoore,CA,22763,36.3008333,-119.7819444
2920537,us,lennox,Lennox,CA,23387,33.9380556,-118.3516667
2920560,us,lincoln,Lincoln,CA,33242,38.8916667,-121.2919444
2920565,us,linda,Linda,CA,13892,39.1277778,-121.5497222
2920571,us,lindsay,Lindsay,CA,10806,36.2030556,-119.0872222
2920592,us,livermore,Livermore,CA,80347,37.6819444,-121.7669444
2920593,us,livingston,Livingston,CA,12080,37.3869444,-120.7225
2920604,us,lodi,Lodi,CA,62778,38.1302778,-121.2713889
2920615,us,loma linda,Loma Linda,CA,20802,34.0483333,-117.2602778
2920621,us,lomita,Lomita,CA,20751,33.7922222,-118.3141667
2920625,us,lompoc,Lompoc,CA,40957,34.6391667,-120.4569444
2920632,us,long beach,Long Beach,CA,482618,33.7669444,-118.1883333
2920647,us,los alamitos,Los Alamitos,CA,11718,33.8030556,-118.0716667
2920650,us,los altos,Los Altos,CA,26871,37.3852778,-122.1130556
2920651,us,los altos hills,Los Altos Hills,CA,8207,37.3797222,-122.1363889
2920652,us,los angeles,Los Angeles,CA,3877129,34.0522222,-118.2427778
